Location,State,County,Diversity-Index
"Lac qui Parle County, MN", MN,Lac qui Parle County,0.077857
"Cedar County, IA", IA,Cedar County,0.077853
"Shelby County, IA", IA,Shelby County,0.077837
"Nuckolls County, NE", NE,Nuckolls County,0.077771
"Iowa County, IA", IA,Iowa County,0.077751
"Ashland County, OH", OH,Ashland County,0.076115
"McCone County, MT", MT,McCone County,0.076101
"Franklin County, ME", ME,Franklin County,0.076098
"Knox County, KY", KY,Knox County,0.076097
"Alpena County, MI", MI,Alpena County,0.076088
"Brooke County, WV", WV,Brooke County,0.076058
"Lawrence County, IN", IN,Lawrence County,0.076056
"Rusk County, WI", WI,Rusk County,0.076046
"Perry County, PA", PA,Perry County,0.076038
"Pocahontas County, WV", WV,Pocahontas County,0.076029
"Brown County, IN", IN,Brown County,0.076017
"Harrison County, IN", IN,Harrison County,0.076008
"Jackson County, TN", TN,Jackson County,0.075995
"Clay County, AR", AR,Clay County,0.075965
"Ringgold County, IA", IA,Ringgold County,0.075919
"Thayer County, NE", NE,Thayer County,0.075902
"Gove County, KS", KS,Gove County,0.075859
"Clark County, SD", SD,Clark County,0.075803
"Nance County, NE", NE,Nance County,0.075787
"Presque Isle County, MI", MI,Presque Isle County,0.074202
"Whitley County, KY", KY,Whitley County,0.074198
"Lawrence County, AR", AR,Lawrence County,0.07419
"Jackson County, OH", OH,Jackson County,0.074186
"Somerset County, ME", ME,Somerset County,0.074174
"Barbour County, WV", WV,Barbour County,0.074172
"Tioga County, PA", PA,Tioga County,0.074172
"Union County, IN", IN,Union County,0.074164
"Waldo County, ME", ME,Waldo County,0.074163
"Randolph County, WV", WV,Randolph County,0.074161
"Lake County, MN", MN,Lake County,0.074155
"Grayson County, KY", KY,Grayson County,0.074155
"Bradford County, PA", PA,Bradford County,0.07415
"Morgan County, WV", WV,Morgan County,0.074147
"Judith Basin County, MT", MT,Judith Basin County,0.074137
"Hampshire County, WV", WV,Hampshire County,0.074133
"Appanoose County, IA", IA,Appanoose County,0.074125
"Franklin County, IL", IL,Franklin County,0.07412
"Blackford County, IN", IN,Blackford County,0.074113
"Clayton County, IA", IA,Clayton County,0.074071
"Fleming County, KY", KY,Fleming County,0.074067
"Mingo County, WV", WV,Mingo County,0.07406
"Edmunds County, SD", SD,Edmunds County,0.074051
"Kossuth County, IA", IA,Kossuth County,0.074022
"Guthrie County, IA", IA,Guthrie County,0.074
"Mercer County, IL", IL,Mercer County,0.073982
"Valley County, NE", NE,Valley County,0.073968
"Kittson County, MN", MN,Kittson County,0.073928
"Taylor County, WV", WV,Taylor County,0.072304
"Macoupin County, IL", IL,Macoupin County,0.072285
"Morgan County, IN", IN,Morgan County,0.072265
"Clay County, IL", IL,Clay County,0.072261
"Florence County, WI", WI,Florence County,0.072258
"Coshocton County, OH", OH,Coshocton County,0.072249
"Washington County, IL", IL,Washington County,0.072226
"Livingston County, KY", KY,Livingston County,0.07222
"Ripley County, IN", IN,Ripley County,0.072214
"Mercer County, OH", OH,Mercer County,0.072207
"Iowa County, WI", WI,Iowa County,0.072196
"Oscoda County, MI", MI,Oscoda County,0.072185
"Grant County, MN", MN,Grant County,0.072121
"Chickasaw County, IA", IA,Chickasaw County,0.072058
"Lyon County, IA", IA,Lyon County,0.071953
"Greenup County, KY", KY,Greenup County,0.070389
"Maries County, MO", MO,Maries County,0.07036
"Upshur County, WV", WV,Upshur County,0.070358
"Worth County, MO", MO,Worth County,0.07034
"Morrison County, MN", MN,Morrison County,0.070337
"Cavalier County, ND", ND,Cavalier County,0.070329
"Alcona County, MI", MI,Alcona County,0.070326
"Montmorency County, MI", MI,Montmorency County,0.070326
"Fulton County, PA", PA,Fulton County,0.07031
"Morrow County, OH", OH,Morrow County,0.070297
"Ida County, IA", IA,Ida County,0.070293
"Pleasants County, WV", WV,Pleasants County,0.07029
"Scott County, IN", IN,Scott County,0.070289
"Daviess County, MO", MO,Daviess County,0.070282
"Crawford County, IN", IN,Crawford County,0.070281
"Nicholas County, KY", KY,Nicholas County,0.070237
"Osborne County, KS", KS,Osborne County,0.070233
"Buffalo County, WI", WI,Buffalo County,0.070175
"Dearborn County, IN", IN,Dearborn County,0.068452
"Overton County, TN", TN,Overton County,0.068449
"Gladwin County, MI", MI,Gladwin County,0.068445
"Douglas County, MN", MN,Douglas County,0.06844
"Stark County, IL", IL,Stark County,0.06844
"Darke County, OH", OH,Darke County,0.06843
"Rush County, IN", IN,Rush County,0.06843
"Jersey County, IL", IL,Jersey County,0.068426
"Bracken County, KY", KY,Bracken County,0.068352
"Hooker County, NE", NE,Hooker County,0.06832
"Greeley County, NE", NE,Greeley County,0.068291
"Loup County, NE", NE,Loup County,0.068142
"Lincoln County, ME", ME,Lincoln County,0.066558
"Grundy County, TN", TN,Grundy County,0.066537
"Wayne County, IL", IL,Wayne County,0.066529
"Posey County, IN", IN,Posey County,0.066524
"Shelby County, MO", MO,Shelby County,0.066517
"Owen County, IN", IN,Owen County,0.066513
"Campbell County, TN", TN,Campbell County,0.06651
"Mifflin County, PA", PA,Mifflin County,0.066509
"Foster County, ND", ND,Foster County,0.066502
"Auglaize County, OH", OH,Auglaize County,0.066494
"Knox County, MO", MO,Knox County,0.066493
"Gasconade County, MO", MO,Gasconade County,0.066488
"Susquehanna County, PA", PA,Susquehanna County,0.066452
"Vernon County, WI", WI,Vernon County,0.066452
"Billings County, ND", ND,Billings County,0.06643
"Effingham County, IL", IL,Effingham County,0.066426
"Frontier County, NE", NE,Frontier County,0.066366
"Ste. Genevieve County, MO", MO,Ste. Genevieve County,0.064663
"Holt County, MO", MO,Holt County,0.064656
"Bollinger County, MO", MO,Bollinger County,0.064642
"Clarion County, PA", PA,Clarion County,0.064641
"Mason County, IL", IL,Mason County,0.06464
"Crittenden County, KY", KY,Crittenden County,0.064635
"Clay County, IN", IN,Clay County,0.06463
"Piatt County, IL", IL,Piatt County,0.064624
"Henderson County, IL", IL,Henderson County,0.064611
"Preston County, WV", WV,Preston County,0.064606
"Carroll County, OH", OH,Carroll County,0.064597
"Houston County, MN", MN,Houston County,0.064586
"Madison County, IA", IA,Madison County,0.064584
"Monroe County, WV", WV,Monroe County,0.064574
"Buchanan County, IA", IA,Buchanan County,0.06457
"Wayne County, IA", IA,Wayne County,0.064561
"Republic County, KS", KS,Republic County,0.064557
"Dickinson County, IA", IA,Dickinson County,0.064553
"Monroe County, IL", IL,Monroe County,0.064553
"Hamilton County, IL", IL,Hamilton County,0.064549
"Taylor County, WI", WI,Taylor County,0.064516
"Harlan County, NE", NE,Harlan County,0.064471
"Preble County, OH", OH,Preble County,0.06273
"Marshall County, WV", WV,Marshall County,0.062707
"Brown County, OH", OH,Brown County,0.062697
"Iron County, WI", WI,Iron County,0.062691
"Carter County, KY", KY,Carter County,0.062689
"Van Buren County, TN", TN,Van Buren County,0.062683
"Powell County, KY", KY,Powell County,0.062677
"Atchison County, MO", MO,Atchison County,0.062675
"Adams County, OH", OH,Adams County,0.062672
"Boone County, NE", NE,Boone County,0.062653
"Harrison County, IA", IA,Harrison County,0.062643
"Grant County, WV", WV,Grant County,0.062637
"Howard County, IA", IA,Howard County,0.062631
"Keokuk County, IA", IA,Keokuk County,0.062612
"Union County, TN", TN,Union County,0.062611
"Switzerland County, IN", IN,Switzerland County,0.062601
"Lincoln County, MN", MN,Lincoln County,0.062594
"Franklin County, NE", NE,Franklin County,0.062549
"Mason County, WV", WV,Mason County,0.060797
"Garrett County, MD", MD,Garrett County,0.060785
"Lewis County, WV", WV,Lewis County,0.060781
"Hocking County, OH", OH,Hocking County,0.060775
"Steele County, ND", ND,Steele County,0.060764
"Mercer County, MO", MO,Mercer County,0.06076
"Scott County, VA", VA,Scott County,0.060748
"Hancock County, IL", IL,Hancock County,0.060744
"Clark County, IL", IL,Clark County,0.060741
"McLean County, KY", KY,McLean County,0.060728
"Campbell County, SD", SD,Campbell County,0.060728
"Edwards County, IL", IL,Edwards County,0.060726
"Pepin County, WI", WI,Pepin County,0.060722
"Adams County, IA", IA,Adams County,0.058873
"McPherson County, SD", SD,McPherson County,0.05887
"Vinton County, OH", OH,Vinton County,0.058847
"Greene County, IL", IL,Greene County,0.058846
"White County, IL", IL,White County,0.058838
"Greene County, IN", IN,Greene County,0.058834
"Brown County, NE", NE,Brown County,0.058825
"Benton County, IA", IA,Benton County,0.058812
"Ohio County, IN", IN,Ohio County,0.05881
"Big Stone County, MN", MN,Big Stone County,0.058801
"Pierce County, NE", NE,Pierce County,0.058792
"Sherman County, NE", NE,Sherman County,0.058723
"Pike County, IN", IN,Pike County,0.056939
"Potter County, PA", PA,Potter County,0.056931
"Warren County, IN", IN,Warren County,0.056927
"Pope County, MN", MN,Pope County,0.056918
"Meigs County, OH", OH,Meigs County,0.056914
"Cumberland County, IL", IL,Cumberland County,0.056913
"Bedford County, PA", PA,Bedford County,0.056908
"Emmons County, ND", ND,Emmons County,0.056905
"Hand County, SD", SD,Hand County,0.056904
"Pendleton County, KY", KY,Pendleton County,0.056903
"Fentress County, TN", TN,Fentress County,0.0569
"Marshall County, KY", KY,Marshall County,0.056897
"Calhoun County, WV", WV,Calhoun County,0.056892
"Russell County, VA", VA,Russell County,0.056881
"Cedar County, NE", NE,Cedar County,0.056824
"Warren County, PA", PA,Warren County,0.055026
"Putnam County, MO", MO,Putnam County,0.055006
"Van Buren County, IA", IA,Van Buren County,0.054998
"Scott County, IL", IL,Scott County,0.05499
"Rock County, NE", NE,Rock County,0.054981
"Clark County, MO", MO,Clark County,0.054976
"Vermillion County, IN", IN,Vermillion County,0.054973
"Wells County, ND", ND,Wells County,0.054973
"Perry County, OH", OH,Perry County,0.054972
"Washington County, IN", IN,Washington County,0.054954
"Davis County, IA", IA,Davis County,0.054949
"Grant County, NE", NE,Grant County,0.054922
"Adair County, IA", IA,Adair County,0.054921
"Pike County, KY", KY,Pike County,0.053083
"Cameron County, PA", PA,Cameron County,0.053081
"Edgar County, IL", IL,Edgar County,0.053069
"Moultrie County, IL", IL,Moultrie County,0.053062
"Roane County, WV", WV,Roane County,0.053061
"Butler County, IA", IA,Butler County,0.053053
"Jasper County, IL", IL,Jasper County,0.053029
"Wirt County, WV", WV,Wirt County,0.053021
"Nicholas County, WV", WV,Nicholas County,0.051153
"Gentry County, MO", MO,Gentry County,0.051141
"Logan County, ND", ND,Logan County,0.051141
"Jackson County, WV", WV,Jackson County,0.051137
"Owsley County, KY", KY,Owsley County,0.051132
"Armstrong County, PA", PA,Armstrong County,0.05112
"Faulk County, SD", SD,Faulk County,0.051117
"Grundy County, IA", IA,Grundy County,0.051112
"Fillmore County, MN", MN,Fillmore County,0.05111
"Mitchell County, IA", IA,Mitchell County,0.051106
"Hancock County, TN", TN,Hancock County,0.051106
"Delaware County, IA", IA,Delaware County,0.051104
"Floyd County, KY", KY,Floyd County,0.0511
"Lucas County, IA", IA,Lucas County,0.051089
"Petroleum County, MT", MT,Petroleum County,0.051088
"Breathitt County, KY", KY,Breathitt County,0.049227
"Tucker County, WV", WV,Tucker County,0.049218
"Braxton County, WV", WV,Braxton County,0.049209
"Martin County, IN", IN,Martin County,0.049201
"Audubon County, IA", IA,Audubon County,0.0492
"Wyoming County, WV", WV,Wyoming County,0.049175
"Highland County, VA", VA,Highland County,0.049173
"Knott County, KY", KY,Knott County,0.049164
"Pickett County, TN", TN,Pickett County,0.049143
"Wayne County, WV", WV,Wayne County,0.047278
"Scott County, TN", TN,Scott County,0.047267
"Jefferson County, PA", PA,Jefferson County,0.047261
"Rockcastle County, KY", KY,Rockcastle County,0.04726
"Monroe County, OH", OH,Monroe County,0.047225
"Franklin County, IN", IN,Franklin County,0.047222
"Robertson County, KY", KY,Robertson County,0.047203
"Johnson County, KY", KY,Johnson County,0.045338
"LaMoure County, ND", ND,LaMoure County,0.045328
"Elk County, PA", PA,Elk County,0.045325
"Schuyler County, MO", MO,Schuyler County,0.045309
"Webster County, WV", WV,Webster County,0.045308
"Garfield County, MT", MT,Garfield County,0.045305
"Lawrence County, KY", KY,Lawrence County,0.045301
"Carter County, MT", MT,Carter County,0.045299
"McPherson County, NE", NE,McPherson County,0.04525
"Shelby County, IL", IL,Shelby County,0.043387
"Calhoun County, IL", IL,Calhoun County,0.043378
"Wetzel County, WV", WV,Wetzel County,0.04337
"Garfield County, NE", NE,Garfield County,0.043362
"Liberty County, MT", MT,Liberty County,0.043359
"Ritchie County, WV", WV,Ritchie County,0.043357
"Craig County, VA", VA,Craig County,0.04334
"Keweenaw County, MI", MI,Keweenaw County,0.043287
"Hanson County, SD", SD,Hanson County,0.041448
"Boone County, WV", WV,Boone County,0.041444
"Letcher County, KY", KY,Letcher County,0.041441
"Wheeler County, NE", NE,Wheeler County,0.041427
"Scotland County, MO", MO,Scotland County,0.041415
"Estill County, KY", KY,Estill County,0.041412
"Clay County, WV", WV,Clay County,0.041404
"Griggs County, ND", ND,Griggs County,0.039496
"Lewis County, KY", KY,Lewis County,0.039489
"Wolfe County, KY", KY,Wolfe County,0.039489
"Tyler County, WV", WV,Tyler County,0.039485
"Jackson County, KY", KY,Jackson County,0.039483
"Holmes County, OH", OH,Holmes County,0.039476
"Magoffin County, KY", KY,Magoffin County,0.039468
"Dickenson County, VA", VA,Dickenson County,0.037544
"Osage County, MO", MO,Osage County,0.03754
"Lincoln County, WV", WV,Lincoln County,0.035585
"Leslie County, KY", KY,Leslie County,0.035581
"Blaine County, NE", NE,Blaine County,0.023784
"Keya Paha County, NE", NE,Keya Paha County,0.021816
